stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
9022005003443001,Norra utsikten,58.206498,16.004366,0,9021005003443000,A
9022005003443002,Norra utsikten,58.206525,16.004520,0,9021005003443000,B
9022005003448001,Björkbacken,58.190527,16.009429,0,9021005003448000,A
9022005003449001,Lindåbro,58.446746,15.436725,0,9021005003449000,A
9022005003449002,Lindåbro,58.446227,15.437210,0,9021005003449000,B
9022005003450001,Åbylunds allé,58.447872,15.431610,0,9021005003450000,A
9022005003450002,Åbylunds allé,58.447756,15.431868,0,9021005003450000,B
9022005003456001,Klockrike vägkors,58.495866,15.335923,0,9021005003456000,A
9022005003456002,Klockrike vägkors,58.495705,15.338532,0,9021005003456000,B
9022005003466001,S:t Anna skola,58.345089,16.703822,0,9021005003466000,A
9022005003466002,S:t Anna skola,58.345089,16.703822,0,9021005003466000,B
9022005003471001,Stenbrinken,58.347597,16.705935,0,9021005003471000,A
9022005003471002,Stenbrinken,58.347686,16.706073,0,9021005003471000,B
9022005003472001,Björka övergård,58.610692,15.092200,0,9021005003472000,A
9022005003472002,Björka övergård,58.610719,15.092216,0,9021005003472000,B
9022005003476001,Fogdegården,58.450110,15.414374,0,9021005003476000,A
9022005003476002,Fogdegården,58.450012,15.414769,0,9021005003476000,B
9022005003477001,Gölkullen,57.948816,15.665291,0,9021005003477000,A
9022005003477002,Gölkullen,57.949892,15.664729,0,9021005003477000,B
9022005003478001,Lilla Broby,58.294112,14.685996,0,9021005003478000,A
9022005003478002,Lilla Broby,58.294103,14.685979,0,9021005003478000,B
9022005003479001,Österby Åtvid,58.144692,16.036811,0,9021005003479000,A
9022005003479002,Österby Åtvid,58.144719,16.036811,0,9021005003479000,B
9022005003485001,Gäckilsbovägen,58.267043,15.483034,0,9021005003485000,A
9022005003485002,Gäckilsbovägen,58.267213,15.482913,0,9021005003485000,B
9022005003486001,Hagalund Linköping,58.262164,15.492209,0,9021005003486000,A
9022005003486002,Hagalund Linköping,58.262253,15.492191,0,9021005003486000,B
9022005003487001,Åserum,58.246685,15.510975,0,9021005003487000,A
9022005003487002,Åserum,58.246614,15.511180,0,9021005003487000,B
9022005003488001,Brona,58.214204,15.549285,0,9021005003488000,A
9022005003488002,Brona,58.214087,15.548980,0,9021005003488000,B
9022005003489001,Nedre Kopparhult,58.208593,15.549173,0,9021005003489000,A
9022005003489002,Nedre Kopparhult,58.208611,15.549190,0,9021005003489000,B
9022005003490001,Spöktallen,58.204750,15.549405,0,9021005003490000,A
9022005003490002,Spöktallen,58.204795,15.549285,0,9021005003490000,B
